jellycatid,jellycatname,size,price,stock,datecreated,height,width
206ae731-5848-4daa-87f2-4d3d09ec7e45,Fishiful Orange,ONE SIZE,17.5,In Stock,2024/01/06 07:42:16,5,6
c1b84cba-4261-4e80-b156-bac8833b881f,Fishiful Pink,ONE SIZE,17.5,In Stock,2024/01/06 07:42:17,5,6
a9dd22f4-7826-425f-8f31-bdce0f0a7c3c,Forest Fauna Bear,ONE SIZE,32.5,In Stock,2024/01/06 07:42:19,7,6
ead07c1e-b9ea-4abb-bade-c42cac4d55fc,Forest Fauna Frog,ONE SIZE,32.5,In Stock,2024/01/06 07:42:21,8,4
1f2b25fc-2a05-4a71-8d55-40e53caeb579,Forest Fauna Owl,ONE SIZE,32.5,In Stock,2024/01/06 07:42:22,7,4
200648b0-ff64-46ad-8045-c216a64ea218,Freddie Sausage Dog,LARGE,30.0,Out of stock,2024/01/06 07:42:24,7,7
200648b0-ff64-46ad-8045-c216a64ea218,Freddie Sausage Dog,SMALL,22.0,In Stock,2024/01/06 07:42:24,5,7
031c4535-5d1d-4aed-aceb-99ab9522d645,Glamorama Cat,ONE SIZE,40.0,In Stock,2024/01/06 07:42:26,16,4
3b6b014f-d923-425f-ad8f-8ef8d561f899,Glamorama Pig,ONE SIZE,40.0,In Stock,2024/01/06 07:42:27,11,6
dc13d271-f007-42b7-a04a-35aad0ccec00,Grizzo Gremlin,ONE SIZE,35.0,In Stock,2024/01/06 07:42:29,11,4
5bbc27c6-8337-4029-bd52-6f69dd935d1d,Hamish Hedgehog,ONE SIZE,75.0,In Stock,2024/01/06 07:42:31,8,16
7309ed0e-8ac8-4bf1-a0ee-752519222088,Humphrey the Humpback Whale,ONE SIZE,85.0,In Stock,2024/01/06 07:42:32,8,20
3ff5fa7b-e320-47b1-9a0b-074bd7122960,Bashful Golden Bunny with Personalised Cream Jumper,MEDIUM,38.0,In Stock,2024/01/06 07:42:34,12,5
29a67cc8-4915-401f-b76b-0e2aae7c0fb8,Bashful Mineral Blue Bunny with Personalised Cream Jumper,MEDIUM,38.0,In Stock,2024/01/06 07:42:36,12,5
82100a42-c152-4d16-9605-4ef9a5acdd61,Bashful Golden Bunny with Personalised Navy Jumper,MEDIUM,38.0,In Stock,2024/01/06 07:42:38,12,5
337812d8-9e1b-48c3-8ecf-d10c4a1685fc,Bashful Mineral Blue Bunny with Personalised Navy Jumper,MEDIUM,38.0,In Stock,2024/01/06 07:42:40,12,5
d92789f3-01ed-4b3a-a875-245f451a9d63,Bashful Golden Bunny with Personalised Red Jumper,MEDIUM,38.0,In Stock,2024/01/06 07:42:41,12,5
fe57a925-20ac-4428-b441-73db7e259d13,Bashful Mineral Blue Bunny with Personalised Red Jumper,MEDIUM,38.0,In Stock,2024/01/06 07:42:43,12,5
a49a3576-9be5-405d-8a7c-c98bf2260fa4,Bashful Wolf with Personalised Red Jumper,MEDIUM,38.0,In Stock,2024/01/06 07:42:45,12,5
246bac0c-cdbc-48b9-847f-220b1fca6fda,Little Tiger,ONE SIZE,22.0,In Stock,2024/01/06 07:42:47,7,4
9692f2ca-7734-4d4d-9ce3-5a82f1264d0e,Letty Jellyfish,ONE SIZE,39.5,In Stock,2024/01/06 07:42:48,23,6
1b3dbee2-1f56-44bb-963d-26e373c0e9f9,Napping Nipper Dog,ONE SIZE,25.0,In Stock,2024/01/06 07:42:50,4,6
a789430a-601b-4b92-b6c5-69f7f7a211c8,Nippit Beaver,ONE SIZE,15.0,In Stock,2024/01/06 07:42:52,5,3
cce3481a-0b15-46a3-ae65-e3d8cd7c2ea5,Nippit Owl,ONE SIZE,15.0,In Stock,2024/01/06 07:42:53,5,3
cd1d9aff-52e2-453b-868a-d56484ca0905,Oakley Owl,ONE SIZE,32.5,In Stock,2024/01/06 07:42:55,9,5
fba874da-3f2f-4edd-8e79-971102e58f4d,Oberon Owl,ONE SIZE,30.0,In Stock,2024/01/06 07:42:56,10,5
abcc5444-d09d-45b8-8fea-4c56ef4b1ba3,Pongo Orangutan,HUGE,65.0,In Stock,2024/01/06 07:42:58,23,7
b43afef6-1db3-4bdd-afdb-0e45a7a7675b,Personalised Bashful Golden Bunny Medium,MEDIUM,34.0,In Stock,2024/01/06 07:42:59,12,5
8dcee507-35a3-4f9c-886c-cdc98454e44f,Personalised Bashful Mineral Blue Bunny Medium,MEDIUM,34.0,In Stock,2024/01/06 07:43:01,12,5
4773b1e8-7fec-42f5-b794-837fbf14fc4c,Pip Monster,SMALL,22.5,In Stock,2024/01/06 07:43:03,9,4
436c5f75-a7d0-4d83-ae8a-e797cdc7e9dd,Rock-a-Bye Mouse,ONE SIZE,30.0,In Stock,2024/01/06 07:43:05,7,4
67904ac2-4bb5-4baa-a9f3-11426559def8,Sweater Sausage Dog Pink,ONE SIZE,32.5,In Stock,2024/01/06 07:43:06,6,3
3cc5f093-62ee-4e33-ba0d-7883475febc6,Sweater Sausage Dog Yellow,ONE SIZE,32.5,In Stock,2024/01/06 07:43:08,6,3
a844110c-3741-4259-95fd-a8e9f59202ad,Seraphina Pegasus,ONE SIZE,68.5,In Stock,2024/01/06 07:43:09,9,20
12f7ffb4-4ffd-487d-ac54-485143445b63,Sigmund Seal,ONE SIZE,50.0,In Stock,2024/01/06 07:43:11,7,13
a96331ea-cef0-461f-98f2-d4a1a38c50d7,Snoozling Hedgehog,ONE SIZE,36.0,In Stock,2024/01/06 07:43:13,11,6
22f802e0-e863-460b-918b-54832a47b2b0,Spindleshanks Crab,ONE SIZE,33.0,In Stock,2024/01/06 07:43:14,3,15
729b71db-4600-4311-86da-a15b9cbf616f,Splootie Elephant,ONE SIZE,68.0,In Stock,2024/01/06 07:43:16,7,22
56c18a8a-ee46-4f44-97a6-494d3385a6be,Wee Owl,ONE SIZE,17.5,In Stock,2024/01/06 07:43:17,5,3
ce01f09b-5bbe-4a52-87b5-fc0e727ff292,Birdling Robin,ONE SIZE,17.0,In Stock,2024/01/06 07:43:19,4,3
ede4e9c4-5f43-4397-938b-ee2dcd27c60b,Shimmer Stocking Bunny,ONE SIZE,28.5,In Stock,2024/01/06 07:43:21,8,4
97ba0cb8-3e7b-4af7-8175-3e96e1db21ab,Ambalie Bear,ONE SIZE,30.0,In Stock,2024/01/06 07:43:22,9,6
a7c76fbd-6f29-43c1-b3fe-bbb27c733b7f,Ambalie Bunny,ONE SIZE,30.0,In Stock,2024/01/06 07:43:24,9,6
fd01d9c7-f348-4ad8-af0f-9839a1b112a5,Bashful Zebra,MEDIUM,28.0,In Stock,2024/01/06 07:43:25,12,5
d19f6693-b3ec-473a-9bc1-4df09ed66f16,If I Were An Owl Book,ONE SIZE,13.5,In Stock,2024/01/06 07:43:27,6,6
7853d960-7917-4d81-b103-da1f0ea1f3b0,Betty Corgi,HUGE,75.0,More on the way,2024/01/06 07:43:28,13,13
7853d960-7917-4d81-b103-da1f0ea1f3b0,Betty Corgi,MEDIUM,30.0,In Stock,2024/01/06 07:43:28,7,10
843912a0-a9da-48c0-8a3e-46061327c9b4,Big Spottie Giraffe,ONE SIZE,75.0,In Stock,2024/01/06 07:43:30,19,6
956d317f-9c04-4647-9ad8-ba28fccbfd45,Big Spottie T-Rex,ONE SIZE,75.0,In Stock,2024/01/06 07:43:31,18,6
79131b23-2f1e-4070-aa44-ce1941f495f4,Cruz Crested Newt,ONE SIZE,32.5,In Stock,2024/01/06 07:43:33,12,4
79c30b5b-6e9e-42dd-a175-06947b167e1d,Cooper Doodle Dog,ONE SIZE,33.0,In Stock,2024/01/06 07:43:35,9,8
f6c9e3b0-09aa-46a8-ae75-7c052cb9abb3,Happihoop Owl,ONE SIZE,32.0,In Stock,2024/01/06 07:43:36,8,4
7a945f72-1a8f-45e8-bf88-161a4c641aa1,Harper Pup,ONE SIZE,55.0,In Stock,2024/01/06 07:43:38,15,9
423707b2-22e7-4546-bc66-3fd839991531,Hibernating Bunny,ONE SIZE,22.0,In Stock,2024/01/06 07:43:39,5,5
32f8d7cb-9873-4b9a-bf74-3fcafa21909a,Higgledy Piggledy Old Spot,REALLY BIG,175.0,In Stock,2024/01/06 07:43:41,17,22
32f8d7cb-9873-4b9a-bf74-3fcafa21909a,Higgledy Piggledy Old Spot,HUGE,130.0,In Stock,2024/01/06 07:43:41,13,16
32f8d7cb-9873-4b9a-bf74-3fcafa21909a,Higgledy Piggledy Old Spot,SMALL,22.0,Returning to stock next week,2024/01/06 07:43:41,4,6
5710c715-49d8-4b64-b29a-b03f1aca5079,Huddles Bunny,ONE SIZE,45.0,In Stock,2024/01/06 07:43:43,9,6
7e6f4fb3-d7c2-4aa6-b4fa-df693cadfbe5,Huddles Duck,ONE SIZE,45.0,In Stock,2024/01/06 07:43:45,9,6
f68f3260-8e1d-4eb9-807d-7e792db66200,Jubjub Gookie,ONE SIZE,30.0,In Stock,2024/01/06 07:43:46,9,4
85b21cb3-17e2-42c8-83b4-ecb295c9430d,Mack Mudskipper,ONE SIZE,28.5,In Stock,2024/01/06 07:43:48,10,4
bbb5a438-b642-4d46-9e54-7de15f1dab61,Obbie Octopus,ONE SIZE,40.0,In Stock,2024/01/06 07:43:50,11,10
44ee6397-dffa-493d-9139-35de93d82171,Orson Horse,ONE SIZE,35.0,In Stock,2024/01/06 07:43:51,14,5
b8120b20-addd-4cad-a44d-418c3c2cbe2c,Peek-a-Boo Elly Activity Toy,ONE SIZE,32.0,In Stock,2024/01/06 07:43:53,6,5
7acdd345-1448-4173-83c3-3617290a4cb0,Penny Praying Mantis,ONE SIZE,32.5,In Stock,2024/01/06 07:43:54,9,8
cf8ee5b8-89e0-47bd-98f4-3981a9843996,Ribble Dog,ONE SIZE,30.0,In Stock,2024/01/06 07:43:56,14,4
fdf46d5c-73f8-4bc7-a86a-0fffd174115f,Ribble Elephant,ONE SIZE,30.0,In Stock,2024/01/06 07:43:58,15,4
f32ff593-caf0-4b1e-b2ac-f88593f3a96c,Ribble Giraffe,ONE SIZE,30.0,In Stock,2024/01/06 07:44:00,16,4
f5b466d4-40bf-4471-8f5e-62279360e62f,Rose Dragon,HUGE,120.0,In Stock,2024/01/06 07:44:03,7,26
f5b466d4-40bf-4471-8f5e-62279360e62f,Rose Dragon,MEDIUM,65.0,In Stock,2024/01/06 07:44:03,5,20
f5b466d4-40bf-4471-8f5e-62279360e62f,Rose Dragon,LITTLE,32.5,In Stock,2024/01/06 07:44:03,3,12
36da60ee-75ed-40f9-b4cd-efed5cd87c3b,Ricky Rain Frog,LARGE,60.0,In Stock,2024/01/06 07:44:06,10,12
36da60ee-75ed-40f9-b4cd-efed5cd87c3b,Ricky Rain Frog,MEDIUM,28.0,More on the way,2024/01/06 07:44:06,5,7
b01e74ed-2118-474f-97af-3f3e1fc4055a,Rufus Bear,LARGE,45.0,In Stock,2024/01/06 07:44:42,15,5
b01e74ed-2118-474f-97af-3f3e1fc4055a,Rufus Bear,MEDIUM,27.5,In Stock,2024/01/06 07:44:42,11,4
b2c69205-5266-4fc1-a97c-1f359c48860a,Snuggler Puppy,ONE SIZE,25.0,In Stock,2024/01/06 07:44:43,9,5
9d4e9dd7-97fd-499c-9506-50af5c7ab553,Taylor Tiger,LARGE,80.0,More on the way,2024/01/06 07:44:45,6,18
9d4e9dd7-97fd-499c-9506-50af5c7ab553,Taylor Tiger,LITTLE,35.0,In Stock,2024/01/06 07:44:45,3,11
43ced749-362a-4742-b081-46917d414efb,Willow Hedgehog,ONE SIZE,23.5,In Stock,2024/01/06 07:44:47,7,4
bfef4c0d-3d61-42b2-8482-aa13103aa167,Wriggidig Ant,ONE SIZE,23.5,In Stock,2024/01/06 07:44:48,5,6
a37ae327-06c6-42cd-bbef-19e26b468b16,Wriggidig Bug,ONE SIZE,23.5,In Stock,2024/01/06 07:44:50,7,2
899a1878-e771-4cca-9ddc-28cdc9ee09a9,Bashful Lilac Bunny,MEDIUM,28.0,In Stock,2024/01/06 07:44:52,12,5
899a1878-e771-4cca-9ddc-28cdc9ee09a9,Bashful Lilac Bunny,SMALL,18.0,Out of stock,2024/01/06 07:44:52,7,4
ebdf92c6-5475-4407-b944-f42da3d40404,Bashful Petal Bunny,MEDIUM,28.0,In Stock,2024/01/06 07:44:55,12,5
ebdf92c6-5475-4407-b944-f42da3d40404,Bashful Petal Bunny,SMALL,18.0,More on the way,2024/01/06 07:44:55,7,4
c1a620c8-1831-4818-8c74-b715f8a7d627,Bashful Fudge Bunny,MEDIUM,28.0,More on the way,2024/01/06 07:44:58,12,5
c1a620c8-1831-4818-8c74-b715f8a7d627,Bashful Fudge Bunny,SMALL,18.0,In Stock,2024/01/06 07:44:58,7,4
88bbd085-c450-45e4-afee-43f589ebc8bf,Who Can I Find Book,ONE SIZE,15.0,In Stock,2024/01/06 07:44:59,7,7
f65244ea-3d7d-40a9-a800-67c0893f15a2,Blossom Sage Bunny,MEDIUM,28.0,In Stock,2024/01/06 07:45:01,12,5
f65244ea-3d7d-40a9-a800-67c0893f15a2,Blossom Sage Bunny,SMALL,18.0,More on the way,2024/01/06 07:45:01,7,4
7c3504e4-8698-40a5-9ff5-4dfde84cff57,Blossom Jasmine Bunny,MEDIUM,28.0,In Stock,2024/01/06 07:45:03,12,5
7c3504e4-8698-40a5-9ff5-4dfde84cff57,Blossom Jasmine Bunny,SMALL,18.0,Returning to stock 2-3 months,2024/01/06 07:45:03,7,4
eb9dd695-3652-4b19-a8cf-e0434c8e1b90,Bashful Lilac Bunny with Personalised Cream Jumper,MEDIUM,38.0,In Stock,2024/01/06 07:45:05,12,5
9aa9516b-bf8a-4326-968e-e3e2b6870560,Bashful Petal Bunny with Personalised Cream Jumper,MEDIUM,38.0,In Stock,2024/01/06 07:45:07,12,5
b0116643-451a-489c-b62f-2f60194e3edd,Blossom Sage Bunny with Personalised Cream Jumper,MEDIUM,38.0,In Stock,2024/01/06 07:45:09,12,5
6603b9a2-1959-4680-ba5e-2fb1dbdb4536,Blossom Jasmine Bunny with Personalised Cream Jumper,MEDIUM,38.0,In Stock,2024/01/06 07:45:10,12,5
5e11d720-d901-42c1-9fe1-87fbcf7a5362,Bashful Lilac Bunny with Personalised Navy Jumper,MEDIUM,38.0,In Stock,2024/01/06 07:45:12,12,5
493dbb00-922d-44da-9d1c-bf0e72909d70,Bashful Petal Bunny with Personalised Navy Jumper,MEDIUM,38.0,In Stock,2024/01/06 07:45:14,12,5
49f4f8f6-d98c-46a3-abad-11feebf401e0,Blossom Sage Bunny with Personalised Navy Jumper,MEDIUM,38.0,In Stock,2024/01/06 07:45:15,12,5
714bb0b4-9f84-41f1-9306-f4eba6b6c6af,Blossom Jasmine Bunny with Personalised Navy Jumper,MEDIUM,38.0,In Stock,2024/01/06 07:45:17,12,5
44877ac1-dad7-4c6b-a913-5c783bed833d,Bashful Lilac Bunny with Personalised Red Jumper,MEDIUM,38.0,In Stock,2024/01/06 07:45:19,12,5
20dc5600-fe60-4d32-acee-9f1d853bc9a7,Bashful Petal Bunny with Personalised Red Jumper,MEDIUM,38.0,In Stock,2024/01/06 07:45:21,12,5
534c8abb-9070-481b-a444-87b4e9e46b6d,Blossom Sage Bunny with Personalised Red Jumper,MEDIUM,38.0,In Stock,2024/01/06 07:45:23,12,5
9277def6-22af-4810-ad05-8ff9a98840fc,Blossom Jasmine Bunny with Personalised Red Jumper,MEDIUM,38.0,In Stock,2024/01/06 07:45:26,12,5
063fbba8-a0e1-416f-8d32-28bba9211b70,Personalised Bashful Lilac Bunny Medium,MEDIUM,34.0,In Stock,2024/01/06 07:45:27,12,5
b7e6747b-0875-4079-976f-96fc4a5429ab,Personalised Bashful Petal Bunny Medium,MEDIUM,34.0,In Stock,2024/01/06 07:45:29,12,5
219dd025-21ef-494e-90a4-38244f27805b,Alice Axolotl,MEDIUM,32.5,In Stock,2024/01/06 07:45:31,11,5
219dd025-21ef-494e-90a4-38244f27805b,Alice Axolotl,SMALL,22.0,In Stock,2024/01/06 07:45:31,7,2
8c5b346c-d5bb-4c94-a842-f51452e50044,Bashful Shimmer Bunny,MEDIUM,28.0,In Stock,2024/01/06 07:45:33,12,5
8c5b346c-d5bb-4c94-a842-f51452e50044,Bashful Shimmer Bunny,SMALL,18.0,In Stock,2024/01/06 07:45:33,7,4
571a30dc-463c-4ca8-b6da-e66e681c010b,If I Were A Pony Book,ONE SIZE,13.5,In Stock,2024/01/06 07:45:35,6,6
d2d36865-37d0-4bf6-affb-16f6ea23d05a,Blossom Bea Beige Bunny Comforter,ONE SIZE,17.0,In Stock,2024/01/06 07:45:37,10,9
753190fd-1261-4231-bf41-3cd10decdc36,Cozy Crew Octopus,ONE SIZE,25.0,In Stock,2024/01/06 07:45:38,8,4
d968e553-9fae-4903-bdbb-aa62514d8875,Fossilly Stegosaurus,MEDIUM,38.0,In Stock,2024/01/06 07:45:40,6,5
d968e553-9fae-4903-bdbb-aa62514d8875,Fossilly Stegosaurus,SMALL,15.0,More on the way,2024/01/06 07:45:40,3,2
63d30656-35b8-43ed-9d75-a5ab9dd63106,Fuddlewuddle Lion Soother,ONE SIZE,25.0,In Stock,2024/01/06 07:45:42,13,13
d74a70a0-8e8a-4581-9284-ef60d7c6462f,Bashful Shimmer Bunny with Personalised Cream Jumper,MEDIUM,38.0,In Stock,2024/01/06 07:45:43,12,5
c134703a-eb59-46a9-ada2-396a01419acb,Bashful Shimmer Bunny with Personalised Navy Jumper,MEDIUM,38.0,In Stock,2024/01/06 07:45:45,12,5
9f9854b0-8760-4f38-a0c6-0ed77cfa734c,Bashful Shimmer Bunny with Personalised Red Jumper,MEDIUM,38.0,In Stock,2024/01/06 07:45:47,12,5
9b911e1c-7d7d-49db-98fb-15367065b93e,Lingley Bunny Soother,ONE SIZE,20.0,In Stock,2024/01/06 07:45:48,11,7
3f11ca20-c5ae-4510-98e3-877656893348,Lingley Elephant Soother,ONE SIZE,20.0,In Stock,2024/01/06 07:45:50,11,7
90fa02fc-7c31-48d8-b2d1-16e52871edc3,Tartan Lottie Bunny,ONE SIZE,27.5,In Stock,2024/01/06 07:45:51,11,4
63455334-5151-4b47-93ca-5d5fc39eeb3d,Onyx Dragon,HUGE,120.0,Out of stock,2024/01/06 07:45:53,7,26
63455334-5151-4b47-93ca-5d5fc39eeb3d,Onyx Dragon,MEDIUM,65.0,In Stock,2024/01/06 07:45:53,5,20
63455334-5151-4b47-93ca-5d5fc39eeb3d,Onyx Dragon,LITTLE,32.5,More on the way,2024/01/06 07:45:53,3,12
88a9abdb-191d-454b-9c80-20c5a4b4b18e,Personalised Bashful Shimmer Bunny Medium,MEDIUM,34.0,In Stock,2024/01/06 07:45:55,12,5
107d6d31-68e1-401c-94ce-20d2b2d9f08b,Personalised Fuddlewuddle Lion Soother,ONE SIZE,31.0,In Stock,2024/01/06 07:45:57,13,13
21857b2c-84f9-488b-9305-9d74e6d41599,Personalised Snow Dragon Huge,HUGE,126.0,In Stock,2024/01/06 07:45:59,7,26
66277e7a-02a3-46b4-a193-7a3f65fa8f94,Rumpletum Lion,ONE SIZE,40.0,In Stock,2024/01/06 07:46:01,11,8
e9d34261-bc8d-4a97-8c59-f9c59823f497,Snuggler Cat,ONE SIZE,25.0,In Stock,2024/01/06 07:46:02,9,5
a2c9d689-a8bc-43d7-83e8-bfb50f0ecff9,Cordy Roy Baby Bunny Soother,ONE SIZE,23.0,In Stock,2024/01/06 07:46:04,11,9
775a67ee-0831-435c-bd70-ccc39c05d527,Cordy Roy Baby Lion Soother,ONE SIZE,23.0,In Stock,2024/01/06 07:46:06,11,9
e99cc4b4-e103-445d-b0b8-51f8418152d9,Bashful Tiger,HUGE,80.0,In Stock,2024/01/06 07:46:08,20,8
e99cc4b4-e103-445d-b0b8-51f8418152d9,Bashful Tiger,MEDIUM,28.0,More on the way,2024/01/06 07:46:08,12,5
e99cc4b4-e103-445d-b0b8-51f8418152d9,Bashful Tiger,SMALL,18.0,In Stock,2024/01/06 07:46:08,7,4
1f6441e2-1cf0-405f-92e8-e4de41f10ec4,Bashful Cerise Bunny,MEDIUM,28.0,Out of stock,2024/01/06 07:46:10,12,5
1f6441e2-1cf0-405f-92e8-e4de41f10ec4,Bashful Cerise Bunny,SMALL,18.0,In Stock,2024/01/06 07:46:10,7,4
6c417b72-348e-4342-ade8-ad40046412c3,Beatrice Butterfly,LARGE,33.0,In Stock,2024/01/06 07:46:12,8,13
8089a5dc-1272-4208-8189-d1acdb320495,Little Me Book,ONE SIZE,15.0,In Stock,2024/01/06 07:46:14,8,8
2c01baa2-d733-4ec5-9073-e1f74a6841dd,Blossom Dusky Blue Bunny,MEDIUM,28.0,In Stock,2024/01/06 07:46:15,12,5
2c01baa2-d733-4ec5-9073-e1f74a6841dd,Blossom Dusky Blue Bunny,SMALL,18.0,Out of stock,2024/01/06 07:46:15,7,4
372dca98-e140-49a3-b435-6b26f4006078,Blossom Bea Beige Bunny,MEDIUM,28.0,In Stock,2024/01/06 07:46:17,12,5
372dca98-e140-49a3-b435-6b26f4006078,Blossom Bea Beige Bunny,SMALL,18.0,Returning to stock 2-3 months,2024/01/06 07:46:17,7,4
15f0bb29-859a-4707-8871-c0fa1b70731b,Fossilly T-Rex,MEDIUM,38.0,In Stock,2024/01/06 07:46:19,11,6
15f0bb29-859a-4707-8871-c0fa1b70731b,Fossilly T-Rex,SMALL,15.0,More on the way,2024/01/06 07:46:19,5,3
2ad48c2c-58e3-43cf-a203-934c79525c57,Bashful Dusky Blue Bunny with Personalised Cream Jumper,MEDIUM,38.0,In Stock,2024/01/06 07:46:21,12,5
4005ca11-fe10-45e8-86bd-2b52fdf39433,Bashful Tiger with Personalised Cream Jumper,MEDIUM,38.0,In Stock,2024/01/06 07:46:23,12,5
c699b432-4ae0-49c8-8886-d3aeda0e8eb6,Blossom Dusky Blue with Personalised Cream Jumper,MEDIUM,38.0,In Stock,2024/01/06 07:46:25,12,5
d5a1d643-7d79-4c47-81ac-0cf5ef3cddaf,Blossom Bea Beige Bunny with Personalised Cream Jumper,MEDIUM,38.0,In Stock,2024/01/06 07:46:27,12,5
2240fe0e-7fef-4518-8c3a-a9cb77db0c37,Bashful Dusky Blue Bunny with Personalised Navy Jumper,MEDIUM,38.0,In Stock,2024/01/06 07:46:29,12,5
e322d12e-493b-4e93-9ced-c9d843c2d9e9,Bashful Tiger with Personalised Navy Jumper,MEDIUM,38.0,In Stock,2024/01/06 07:46:30,12,5
7d2b30cc-9bac-4ba3-b055-c9da8a07e5e7,Blossom Dusky Blue with Personalised Navy Jumper,MEDIUM,38.0,In Stock,2024/01/06 07:46:32,12,5
9ae8cd88-a33e-4816-9e9e-1ad510471832,Blossom Bea Beige Bunny with Personalised Navy Jumper,MEDIUM,38.0,In Stock,2024/01/06 07:46:34,12,5
be5eab9f-c3c9-4bd8-9c0f-60b519d416b6,Bashful Dusky Blue Bunny with Personalised Red Jumper,MEDIUM,38.0,In Stock,2024/01/06 07:46:36,12,5
527bfe66-5663-425b-bef3-f3a6c3136205,Bashful Tiger with Personalised Red Jumper,MEDIUM,38.0,In Stock,2024/01/06 07:46:38,12,5
aca88980-1a57-49f4-bbce-91d77e44df00,Blossom Dusky Blue Bunny with Personalised Red Jumper,MEDIUM,38.0,In Stock,2024/01/06 07:46:40,12,5
e6270641-351a-4b84-9604-cb2e03289bb5,Blossom Bea Beige Bunny with Personalised Red Jumper,MEDIUM,38.0,In Stock,2024/01/06 07:46:41,12,5
1a63584a-098d-42ec-98bc-563cb08c60cc,Odyssey Octopus,REALLY BIG,130.0,More on the way,2024/01/06 07:46:46,30,12
1a63584a-098d-42ec-98bc-563cb08c60cc,Odyssey Octopus,HUGE,68.5,Out of stock,2024/01/06 07:46:46,21,9
1a63584a-098d-42ec-98bc-563cb08c60cc,Odyssey Octopus,LARGE,53.0,More on the way,2024/01/06 07:46:46,19,7
1a63584a-098d-42ec-98bc-563cb08c60cc,Odyssey Octopus,LITTLE,30.0,In Stock,2024/01/06 07:46:46,9,4
1a63584a-098d-42ec-98bc-563cb08c60cc,Odyssey Octopus,TINY,18.0,In Stock,2024/01/06 07:46:46,6,3
b0742be2-cf4e-4ddc-a45f-a480f5546933,Sage Dragon,HUGE,120.0,More on the way,2024/01/06 07:46:49,7,26
b0742be2-cf4e-4ddc-a45f-a480f5546933,Sage Dragon,MEDIUM,65.0,Returning to stock 2-3 months,2024/01/06 07:46:49,5,20
b0742be2-cf4e-4ddc-a45f-a480f5546933,Sage Dragon,LITTLE,32.5,In Stock,2024/01/06 07:46:49,3,12
d6d94924-0a96-49b6-a4ab-564d6e5c590f,Sienna Seahorse,MEDIUM,30.0,More on the way,2024/01/06 07:46:51,11,4
d6d94924-0a96-49b6-a4ab-564d6e5c590f,Sienna Seahorse,SMALL,20.0,In Stock,2024/01/06 07:46:51,7,2
7deb3c59-ef93-4fdc-a680-a089aaff8cfe,Bashful Plum Bunny,HUGE,80.0,Out of stock,2024/01/06 07:46:53,20,8
7deb3c59-ef93-4fdc-a680-a089aaff8cfe,Bashful Plum Bunny,MEDIUM,25.0,Out of stock,2024/01/06 07:46:53,12,5
7deb3c59-ef93-4fdc-a680-a089aaff8cfe,Bashful Plum Bunny,SMALL,18.0,In Stock,2024/01/06 07:46:53,7,4
970c9913-5b91-4306-9830-428f09a9bf83,Fossilly Brontosaurus,MEDIUM,38.0,In Stock,2024/01/06 07:46:55,10,5
970c9913-5b91-4306-9830-428f09a9bf83,Fossilly Brontosaurus,SMALL,15.0,More on the way,2024/01/06 07:46:55,3,2
9b86de29-291a-44fa-b38c-49558844b3f2,Fossilly Triceratops,MEDIUM,38.0,In Stock,2024/01/06 07:46:56,7,4
9b86de29-291a-44fa-b38c-49558844b3f2,Fossilly Triceratops,SMALL,15.0,Out of stock,2024/01/06 07:46:56,4,2
64e29a51-80a8-41dd-a0c4-4bc6eaa82c98,Snow Dragon,HUGE,120.0,In Stock,2024/01/06 07:46:59,7,26
64e29a51-80a8-41dd-a0c4-4bc6eaa82c98,Snow Dragon,MEDIUM,65.0,In Stock,2024/01/06 07:46:59,5,20
64e29a51-80a8-41dd-a0c4-4bc6eaa82c98,Snow Dragon,LITTLE,32.5,In Stock,2024/01/06 07:46:59,3,12
06ada12d-fecf-4350-a329-6105dd46ed88,Blossom Blush Bunny,LARGE,43.0,Out of stock,2024/01/06 07:47:01,14,6
06ada12d-fecf-4350-a329-6105dd46ed88,Blossom Blush Bunny,MEDIUM,28.0,In Stock,2024/01/06 07:47:01,12,5
06ada12d-fecf-4350-a329-6105dd46ed88,Blossom Blush Bunny,SMALL,18.0,In Stock,2024/01/06 07:47:01,7,4
36597bc5-fe89-4c6f-8236-1caa90d0798d,Blossom Blush Bunny with Personalised Cream Jumper,MEDIUM,38.0,In Stock,2024/01/06 07:47:02,12,5
717edfb9-924f-46b1-83cb-5edb58cbdfbc,Blossom Blush Bunny with Personalised Navy Jumper,MEDIUM,38.0,In Stock,2024/01/06 07:47:04,12,5
3fc91c72-b017-4f16-bf5a-03bdf42781f0,Blossom Blush Bunny with Personalised Red Jumper,MEDIUM,38.0,In Stock,2024/01/06 07:47:06,12,5
7c60b5bb-f0ba-4280-99dc-38251e16ab8c,Personalised Odell Octopus Soother,ONE SIZE,31.0,In Stock,2024/01/06 07:47:07,13,13
5cf93628-9540-4beb-9fa1-82b018e394aa,Wiley Whale,HUGE,90.0,In Stock,2024/01/06 07:47:09,8,31
5cf93628-9540-4beb-9fa1-82b018e394aa,Wiley Whale,LARGE,53.0,In Stock,2024/01/06 07:47:09,7,20
016766c5-2ad7-4ced-8e82-d0655fcc0d8e,Bailey Sloth,MEDIUM,35.0,In Stock,2024/01/06 07:47:11,16,3
016766c5-2ad7-4ced-8e82-d0655fcc0d8e,Bailey Sloth,SMALL,28.0,Out of stock,2024/01/06 07:47:11,13,2
