jellycatsizeid,jellycatid,jellycatname,size,price,stock,height,width,datecreated
0d9cd090-ae28-4c77-8d81-9fc2f96a4aa6,ad23d150-52a4-4d31-8715-9865879e046a,Personalised Bashful Luxe Bunny Willow Medium,MEDIUM,41.0,In Stock,12.0,5.0,2024/01/08 19:16:23
dd01b6fe-d7aa-4d99-9046-482ea9849a1c,3ac44a97-d3f6-4d64-9b13-6d94b64420da,Personalised Lavender Dragon Huge,HUGE,126.0,In Stock,7.0,26.0,2024/01/08 19:16:25
204b5556-5845-492b-8877-9ccd26337091,fe5374b5-8e57-4fd0-8a07-119285f94f6f,Pippa Black Labrador,ONE SIZE,33.0,In Stock,9.0,4.0,2024/01/08 19:16:26
bdee9579-a6e7-4229-a0c0-0cae4daaf19a,27533d52-4aa3-41d5-aeab-a70b75594622,Quaxy Elephant,ONE SIZE,35.0,In Stock,10.0,6.0,2024/01/08 19:16:28
05031706-9ae9-4d63-9ff3-2ba60a37ae76,ff20a3e9-1ba7-481e-bdb8-7ff0734f2737,Quaxy Pig,ONE SIZE,35.0,In Stock,10.0,6.0,2024/01/08 19:16:30
d27dd339-b52e-42c2-b40d-7a9706c46212,bd7acd3a-4857-491e-be21-bc35f14c80bd,Ramonda Ostrich,ONE SIZE,40.0,In Stock,22.0,6.0,2024/01/08 19:16:31
5bc1536c-4a37-4f77-a1e3-d92e1bda8142,a259a1d4-44da-4e45-b906-5e8b9433bcf2,Rock-a-Bye Kitten,ONE SIZE,30.0,In Stock,7.0,4.0,2024/01/08 19:16:33
639d385f-d1cb-4799-bf89-e12cb28cf349,ae0f97a4-5caf-4bd1-b8c3-327ab904fb42,Sweetsicle Bunny,ONE SIZE,20.0,In Stock,6.0,3.0,2024/01/08 19:16:35
cc15060b-9a1f-4215-a0ea-9f2cf9b19802,372923e9-3426-4eb8-a854-4dc608acf263,Syd Salamander,ONE SIZE,27.5,In Stock,10.0,4.0,2024/01/08 19:16:36
796ab5c8-4087-41ae-9e66-1de20d5e2820,f54f5dec-a8da-4593-8f75-3b1857b9d8aa,Bashful Hot Pink Bunny,MEDIUM,28.0,In Stock,12.0,5.0,2024/01/08 19:16:39
38f59003-2fe1-4c71-af03-e053492161fb,f54f5dec-a8da-4593-8f75-3b1857b9d8aa,Bashful Hot Pink Bunny,SMALL,18.0,In Stock,7.0,4.0,2024/01/08 19:16:39
5eebe00d-2b65-4e97-901e-47450fb62b10,af64bc23-ecb1-4a94-a265-783c96a9d7bb,Bashful Sunshine Bunny,MEDIUM,28.0,In Stock,12.0,5.0,2024/01/08 19:16:41
ab531555-5a20-4c42-b0ca-cbff5f73c51e,af64bc23-ecb1-4a94-a265-783c96a9d7bb,Bashful Sunshine Bunny,SMALL,18.0,In Stock,7.0,4.0,2024/01/08 19:16:41
56dbe8ca-114a-410d-b512-3b38e56b31eb,f2a930d0-8160-4cd3-bfcd-587562790199,Goodnight Bunny Book,ONE SIZE,15.0,In Stock,7.0,7.0,2024/01/08 19:16:44
837a8fe7-b273-4842-90c7-5c4913b5d9ab,38465cfe-2f19-4681-a78d-59934ad7ae02,Bluebell Butterfly,ONE SIZE,33.0,In Stock,8.0,13.0,2024/01/08 19:16:45
a380b088-7722-4722-8c05-ab875f603fb8,2da914d1-333f-4d66-af01-6965dfe918ea,Bonnie Bunny with Egg,ONE SIZE,23.5,In Stock,6.0,3.0,2024/01/08 19:16:47
e76a44a5-e047-4d93-9107-b557638d32a5,5426f25f-117e-418d-a1bf-4a57a8b6b23b,Burly Boo Sheep,ONE SIZE,25.0,In Stock,7.0,5.0,2024/01/08 19:16:49
3e1ee42a-7f89-4160-a2fe-b05e36d54d18,7ef71f0e-debf-4d0a-84bb-031123512f1f,Cluny Cockerel,ONE SIZE,35.0,In Stock,9.0,5.0,2024/01/08 19:16:51
815ae722-8932-4e40-a9d8-ebe4a73c9535,c145420d-b9fe-4559-8b41-d6f022496dc4,Escarfgot Purple,ONE SIZE,20.0,In Stock,6.0,3.0,2024/01/08 19:16:53
b0a9a707-62b1-4c70-9bea-f422b5821689,fcaf7a4f-9da4-466a-a489-2c294a1878b5,Escarfgot Pink,ONE SIZE,20.0,In Stock,5.0,2.0,2024/01/08 19:16:54
f88256ae-0135-4bed-b7e2-4b67439bc15d,fa6786ec-804f-4208-a4ca-932f54a772a4,Bashful Hot Pink Bunny with Personalised Cream Jumper,MEDIUM,38.0,In Stock,12.0,5.0,2024/01/08 19:16:56
156839ca-db6a-46c9-8ace-5c8a37c67074,3d9f1c40-919d-4090-a2b0-3fb2bcfa0cc8,Bashful Sunshine Bunny with Personalised Cream Jumper,MEDIUM,38.0,In Stock,12.0,5.0,2024/01/08 19:16:58
24abd5ed-92c9-40b4-b46f-c03bc2ca8ab7,b9f36f1a-30a1-4372-aaf7-553ba70dab50,Bashful Hot Pink Bunny with Personalised Navy Jumper,MEDIUM,38.0,In Stock,12.0,5.0,2024/01/08 19:17:00
36cf61b9-eb3f-4f42-8d77-f5c815c22ca2,464d0737-1c05-4cf1-860a-bd3bd1886d81,Bashful Sunshine Bunny with Personalised Navy Jumper,MEDIUM,38.0,In Stock,12.0,5.0,2024/01/08 19:17:02
c39ea31b-e100-4683-8e3b-906ee7a054cc,5277835c-250f-40b9-a59d-9ec94dc1b0ba,Bashful Sunshine Bunny with Personalised Red Jumper,MEDIUM,38.0,In Stock,12.0,5.0,2024/01/08 19:17:04
e3679753-c166-44d3-9e64-43d791f8bd23,85fea408-f830-45d7-8432-b25e284769e1,Layla Ladybird,ONE SIZE,25.0,In Stock,3.0,6.0,2024/01/08 19:17:06
22c6102a-9a79-43e0-b50b-8f4f7e235c32,9837677c-e119-4a82-a0da-8c508b4bf280,Nesting Bunnies,ONE SIZE,35.0,In Stock,4.0,6.0,2024/01/08 19:17:07
961386d4-6766-4cdc-9a19-278e3aa45130,65b9cf2e-7cb5-4a54-9051-84f386b789e3,Personalised Bashful Hot Pink Bunny Medium,MEDIUM,34.0,In Stock,12.0,5.0,2024/01/08 19:17:09
2d0c9223-962c-4216-a7b7-47c03bcfd298,4409832e-872f-4766-8e12-03b105855dbd,Personalised Bashful Sunshine Bunny Medium,MEDIUM,34.0,In Stock,12.0,5.0,2024/01/08 19:17:11
77afb7e7-54f2-4231-8294-01ae5e6782f8,87383e97-7a28-4f39-851b-60c26e01ce55,Blossom Heart Blush Bunny,ONE SIZE,17.5,In Stock,6.0,3.0,2024/01/08 19:17:13
23693b5c-5b91-4c1e-9ce3-b6c43342dbdc,2973392d-3d5e-43c7-9778-8a97be638fa6,Blossom Heart Tulip Bunny,ONE SIZE,17.5,In Stock,6.0,3.0,2024/01/08 19:17:14
bd020968-1627-4fca-8944-0a60564ce8b1,8ac0a4fb-dc2b-4060-acca-7851906f7faa,Crowning Croaker Green Frog,ONE SIZE,17.5,In Stock,5.0,3.0,2024/01/08 19:17:16
1444880b-0075-44b6-83c2-25d0aa31a388,bbc43532-ca53-432f-a99d-038da95daf4f,Love-Me Lobster,ONE SIZE,24.0,In Stock,6.0,3.0,2024/01/08 19:17:18
c7494540-e2da-4154-b07b-8dde724e2082,b3c57c04-1c5f-47d7-8132-518811749d9e,Ambrosie Fox,ONE SIZE,35.0,In Stock,9.0,5.0,2024/01/08 19:17:20
30c3adbd-663b-4cca-81d9-3eb29c8faeea,f2f97d53-a3f1-4660-afef-376b328ed5e5,Ambrosie Hare,ONE SIZE,35.0,In Stock,9.0,4.0,2024/01/08 19:17:22
9244bd85-64bd-4450-b47d-d77eb61e89dc,e7c8f4be-10f9-468b-a7c7-6d1b6794bcc3,Anoraknid Black Spider,ONE SIZE,20.0,In Stock,5.0,4.0,2024/01/08 19:17:23
506972b2-fd12-4970-ab51-7c7798ffcb0b,291d1040-6bee-41ef-9c2e-33386516d360,Andie Axolotl,MEDIUM,32.5,In Stock,11.0,5.0,2024/01/08 19:17:25
0c89030e-70e8-475a-a26a-ef6c01ec804a,291d1040-6bee-41ef-9c2e-33386516d360,Andie Axolotl,SMALL,22.0,Out of stock,7.0,2.0,2024/01/08 19:17:25
f68ffd5b-f14e-49c2-b2dc-706ff693e133,c5e74596-e70e-497b-a4c2-f58b6134305d,Bashful Golden Bunny,MEDIUM,28.0,In Stock,12.0,5.0,2024/01/08 19:17:28
bc2430e1-b6b7-4766-a4c0-ebec3fb997b5,c5e74596-e70e-497b-a4c2-f58b6134305d,Bashful Golden Bunny,SMALL,18.0,In Stock,7.0,4.0,2024/01/08 19:17:28
403243a8-fe95-47ea-a765-c9edc204d4cc,39f66347-c746-431b-b936-734437940a93,Bashful Mineral Blue Bunny,MEDIUM,28.0,In Stock,12.0,5.0,2024/01/08 19:17:31
a0606668-40a0-4f7c-91a0-b3d4ff63330e,39f66347-c746-431b-b936-734437940a93,Bashful Mineral Blue Bunny,SMALL,18.0,Out of stock,7.0,4.0,2024/01/08 19:17:31
01500e4c-72c1-45ed-b6e6-652282e69b08,ee0d929e-48c8-4d5e-ab98-d6de3c1e0a4f,Bashful Wolf,MEDIUM,28.0,In Stock,12.0,5.0,2024/01/08 19:17:33
12e242cd-b2ad-4a44-a054-72c6252b8be2,368dcc2d-bba7-4cbf-8f72-e9e6bccd9cd4,Wrapabat Black,ONE SIZE,20.0,In Stock,6.0,2.0,2024/01/08 19:17:34
72e15c2e-3d69-4f90-857b-3b27e5e8c821,5125e48b-e4e0-43b1-aa92-e6e5a5428992,Beatnik Buddy Poodle,ONE SIZE,28.0,In Stock,11.0,3.0,2024/01/08 19:17:36
14b28bd4-ea07-40bd-a245-c3186b602a8e,b2bb2df3-810a-4e61-8e0b-6474690602b3,Beatnik Buddy Sausage Dog,ONE SIZE,28.0,In Stock,11.0,3.0,2024/01/08 19:17:38
b995be35-2b44-4453-b8d1-cc47311dc004,0da008c8-7fd4-41cd-b58c-9f487ba91f87,Daddy Loves Me Book,ONE SIZE,20.0,In Stock,6.0,6.0,2024/01/08 19:17:40
f2856f26-88b6-4945-9dca-ecf0aeef219e,2344d781-d3e6-4484-a773-e439c58fd5a2,Mummy Loves Me Book,ONE SIZE,20.0,In Stock,6.0,6.0,2024/01/08 19:17:42
bd51e383-0e5c-4d35-a662-5f6d3a20e610,219d8dca-3e61-4e64-8902-424b8fdf3af4,Backpack Wolf,ONE SIZE,30.0,In Stock,9.0,4.0,2024/01/08 19:17:44
6b237ee1-b8ce-47b1-953c-07de12e98903,481d3c79-e1d6-40b8-a8c0-bd08434e6726,Big Spottie Unicorn,ONE SIZE,75.0,In Stock,17.0,6.0,2024/01/08 19:17:46
0183893e-47f4-4120-9617-ace99cf136bb,c818e8e4-c9bd-4463-84e0-107a543d61a3,Cozy Crew Seahorse,ONE SIZE,25.0,In Stock,7.0,2.0,2024/01/08 19:17:47
01d29317-5ea6-4fb4-b423-6fe26fe82f4e,8c1e2a1c-16fd-4ba7-a9fd-50a9dc0db389,Davey Dilophosaurus,ONE SIZE,32.5,In Stock,11.0,5.0,2024/01/08 19:17:49
324d6b31-5f65-45f9-882d-e278994d1228,55251355-f388-4c75-b9d0-e092154f9bbd,Delano Dorado Fish,ONE SIZE,27.5,In Stock,5.0,10.0,2024/01/08 19:17:51
de0e0d6f-c7db-460c-9928-38108b4c87f5,a846a3c0-08d6-44d8-b92e-c80e7a7c4f71,Evelyn Swan,ONE SIZE,40.0,In Stock,19.0,6.0,2024/01/08 19:17:53
9a2d13ad-c0e3-43e0-afa1-806aba30dcc1,e8af8bee-4ce5-469b-8719-7e796f61b3c6,Fishiful Blue,ONE SIZE,17.5,In Stock,5.0,6.0,2024/01/08 19:17:55
813c911d-0762-473a-af3e-32e8190d75ac,a01f2723-2578-47a4-b6d7-c75145940167,Fishiful Orange,ONE SIZE,17.5,In Stock,5.0,6.0,2024/01/08 19:17:58
96bc70a8-669c-4357-aca1-9dff4e5fea31,4a49221d-9fea-41d4-9954-75adab1e23a0,Fishiful Pink,ONE SIZE,17.5,In Stock,5.0,6.0,2024/01/08 19:18:00
eaacfde2-290b-4d38-956d-9c3f60731cc7,f3a1cf84-3c31-44a6-a2ec-268fd43c1095,Forest Fauna Bear,ONE SIZE,32.5,In Stock,7.0,6.0,2024/01/08 19:18:03
30a16454-091e-4303-bf2c-9db6c8e0a11b,aced7cbb-aa29-4994-88a9-e6a639484977,Forest Fauna Frog,ONE SIZE,32.5,In Stock,8.0,4.0,2024/01/08 19:18:06
f86783fe-690f-4b75-b1f4-5500d0c25c6c,3d86dc6f-529c-4238-936c-58d0662ae4a0,Forest Fauna Owl,ONE SIZE,32.5,In Stock,7.0,4.0,2024/01/08 19:18:09
29cdb291-b92f-46d9-82b9-a54716530795,482ccfc0-c3ad-46c6-92c5-52ebf7e5da6a,Freddie Sausage Dog,LARGE,30.0,Out of stock,7.0,7.0,2024/01/08 19:18:11
7765d995-f9ac-45d9-93d5-acf020aec090,482ccfc0-c3ad-46c6-92c5-52ebf7e5da6a,Freddie Sausage Dog,SMALL,22.0,In Stock,5.0,7.0,2024/01/08 19:18:11
a20b6287-2c2d-42b7-afcc-7d4b8cc2548b,94e56dc3-d510-4471-b262-d57eff02632e,Glamorama Cat,ONE SIZE,40.0,In Stock,16.0,4.0,2024/01/08 19:18:13
1c564a1f-1411-4fc6-b18e-3c93f67a0e36,4543c11e-6764-4d91-81c6-0ac03609d8fa,Glamorama Pig,ONE SIZE,40.0,In Stock,11.0,6.0,2024/01/08 19:18:16
3446114d-ee40-45ca-bd19-921fb9f0d36b,4a18aa20-6277-4e26-9683-7bb289570ad4,Grizzo Gremlin,ONE SIZE,35.0,In Stock,11.0,4.0,2024/01/08 19:18:18
c95a0642-2218-45e3-aad4-b816b7f57adb,fcfa0805-f2fa-4184-8aee-65a26bb9c13a,Hamish Hedgehog,ONE SIZE,75.0,In Stock,8.0,16.0,2024/01/08 19:18:20
4a1384e7-0b28-4639-b3f1-c7798b75ed7c,dc1a1436-ba34-4a22-8c2b-ff9a01c7eabe,Humphrey the Humpback Whale,ONE SIZE,85.0,In Stock,8.0,20.0,2024/01/08 19:18:22
42c2b04a-b196-4f2a-b9f2-4a8e184014ff,96f72c11-3dad-4077-887d-5736dac54a30,Bashful Golden Bunny with Personalised Cream Jumper,MEDIUM,38.0,In Stock,12.0,5.0,2024/01/08 19:18:24
ab097fc7-f6d6-478a-838e-e7060f0b0971,b5c2a283-12ba-4e26-918c-6eadc2582e2d,Bashful Mineral Blue Bunny with Personalised Cream Jumper,MEDIUM,38.0,In Stock,12.0,5.0,2024/01/08 19:18:26
95044985-0e05-4a31-8f15-85e2d82a3dc1,13cb9057-e3ae-4a50-99d5-d3cbe2073ad5,Bashful Golden Bunny with Personalised Navy Jumper,MEDIUM,38.0,In Stock,12.0,5.0,2024/01/08 19:18:28
7ee4bc1d-4c5d-4555-97f0-dececd2392a7,3d30e36a-01d4-4238-a3e1-9f3f1be32703,Bashful Mineral Blue Bunny with Personalised Navy Jumper,MEDIUM,38.0,In Stock,12.0,5.0,2024/01/08 19:18:30
bf11a8c2-e6e3-4799-8882-a64fce61a074,69e5bfcf-07b0-48f1-9dd8-26e928d7a3e3,Bashful Golden Bunny with Personalised Red Jumper,MEDIUM,38.0,In Stock,12.0,5.0,2024/01/08 19:18:32
5c9d3b2c-fb83-42fe-809a-4a5c04bea54f,25f46ac7-1ed0-46d7-8e24-19cacefcdb61,Bashful Mineral Blue Bunny with Personalised Red Jumper,MEDIUM,38.0,In Stock,12.0,5.0,2024/01/08 19:18:35
e5a52381-5b40-40a5-8245-0a8e2bf30106,91016f44-a8a3-48e6-81ea-fea53f97484a,Bashful Wolf with Personalised Red Jumper,MEDIUM,38.0,In Stock,12.0,5.0,2024/01/08 19:18:37
d95e3c89-cec6-431c-8138-36d11f558735,501c3f01-4de0-4685-96c2-7eb01692de16,Little Tiger,ONE SIZE,22.0,In Stock,7.0,4.0,2024/01/08 19:18:39
55a49ae7-faea-49de-b62d-021ff367d56d,93af2097-1604-49b2-abad-49e751ca2136,Letty Jellyfish,ONE SIZE,39.5,In Stock,23.0,6.0,2024/01/08 19:18:41
485026ac-c559-4d77-a7a2-48354bfd01ae,f0376db3-8ddd-486b-8a49-3f8528c866af,Napping Nipper Dog,ONE SIZE,25.0,In Stock,4.0,6.0,2024/01/08 19:18:43
5bdd01d1-1dd3-4bd4-93b5-d7e4dead6b3a,c14e34cd-90eb-4827-a817-a0b2522d94a7,Nippit Beaver,ONE SIZE,15.0,In Stock,5.0,3.0,2024/01/08 19:18:45
f4d01cbc-74c5-4eb2-838d-d4963048c7f2,cbb98bce-5a20-4a03-8928-87a34ce067c4,Nippit Owl,ONE SIZE,15.0,In Stock,5.0,3.0,2024/01/08 19:18:48
f0eaf01d-086f-449f-9547-a0de0d01b428,e5ebda2e-97a3-4cbf-bf97-c7b55a2c344b,Oakley Owl,ONE SIZE,32.5,In Stock,9.0,5.0,2024/01/08 19:18:50
c0d6a6e6-d638-4ebb-8421-b0632c70ade1,82fe58e2-5d16-4f69-a76b-4a2fcaaf3fcb,Oberon Owl,ONE SIZE,30.0,In Stock,10.0,5.0,2024/01/08 19:18:52
c0334b40-a5bd-4cde-baa2-5ff73f270ba7,4a2bfbf5-0ea8-4a37-ba5f-bb3c19bb60b1,Pongo Orangutan,HUGE,65.0,In Stock,23.0,7.0,2024/01/08 19:18:54
d4dc6b3b-2f0c-4188-81e0-5bb49e92308f,affa4f89-5ac4-4dd6-b256-3217b000ee2c,Otto Sausage Dog,HUGE,75.0,Out of stock,11.0,13.0,2024/01/08 19:18:56
762f50de-f777-441e-bb40-2e8792fec839,affa4f89-5ac4-4dd6-b256-3217b000ee2c,Otto Sausage Dog,LARGE,30.0,More on the way,7.0,7.0,2024/01/08 19:18:56
4b5e689f-6a8a-405e-b245-8a3f7e9bd376,affa4f89-5ac4-4dd6-b256-3217b000ee2c,Otto Sausage Dog,SMALL,22.0,In Stock,5.0,7.0,2024/01/08 19:18:56
eb48259d-4d5a-45bf-b05f-499fbc5a9461,cd25aecf-ea3a-4f3d-9c2f-c6082817fc4a,Personalised Bashful Golden Bunny Medium,MEDIUM,34.0,In Stock,12.0,5.0,2024/01/08 19:18:59
e009a54d-b26f-4a9a-81d7-8b2d0a2cce6a,243800fe-62b0-4729-8ba3-eec54e62ad89,Personalised Bashful Mineral Blue Bunny Medium,MEDIUM,34.0,In Stock,12.0,5.0,2024/01/08 19:19:01
9a223345-8e34-4952-be57-eee591115399,dbad4aaa-7538-431d-bce8-4137d9ffc85e,Pip Monster,SMALL,22.5,In Stock,9.0,4.0,2024/01/08 19:19:03
60d2ef5a-a572-4947-99cd-f88edac90e52,c0535d19-81a3-4aa9-a916-1571553533d2,Rock-a-Bye Mouse,ONE SIZE,30.0,In Stock,7.0,4.0,2024/01/08 19:19:05
49604522-37e4-4cd9-aa19-f0c4b646f00b,6203a347-1a17-447f-a67e-631e175abbf7,Sweater Sausage Dog Pink,ONE SIZE,32.5,In Stock,6.0,3.0,2024/01/08 19:19:07
1777ae1c-d740-45e0-85f6-19079a1f21c0,6824c5ff-e085-401e-a9af-74e5471e154b,Sweater Sausage Dog Yellow,ONE SIZE,32.5,In Stock,6.0,3.0,2024/01/08 19:19:08
c85689c2-cb81-4b1a-8598-3e5ea7c4fc0d,58183603-48a5-421b-a100-2a22183334f6,Seraphina Pegasus,ONE SIZE,68.5,In Stock,9.0,20.0,2024/01/08 19:19:10
3f30d813-64fc-485b-ac7c-df283f8a680f,d564ca0b-329b-4e8a-8792-2b5519878cbf,Sigmund Seal,ONE SIZE,50.0,In Stock,7.0,13.0,2024/01/08 19:19:12
ac58b690-553b-4cc7-8eaa-b6eb0af80908,f66692da-c064-4e06-a035-7fcc6fc8da2b,Snoozling Hedgehog,ONE SIZE,36.0,In Stock,11.0,6.0,2024/01/08 19:19:15
16882fbd-38e0-4764-bb46-40d651e6a49b,8841932c-4db0-4d66-8113-1132ca30c6a0,Spindleshanks Crab,ONE SIZE,33.0,In Stock,3.0,15.0,2024/01/08 19:19:19
fd202c6b-256c-4f99-981c-c3acce1f4a53,a3b412ee-afb2-4d98-9a7c-f0a9f33f8c37,Splootie Elephant,ONE SIZE,68.0,In Stock,7.0,22.0,2024/01/08 19:19:21
c50fa1d4-e5a1-4cef-a1bb-98abceb98f10,03a62b85-bf04-4213-bbc6-3083f39598de,Birdling Robin,ONE SIZE,17.0,In Stock,4.0,3.0,2024/01/08 19:19:23
5b9b52ea-50ee-4209-8776-bf01968df03b,6ce51979-0cd7-4f27-8aec-84df06313d7c,Shimmer Stocking Bunny,ONE SIZE,28.5,In Stock,8.0,4.0,2024/01/08 19:19:26
1b80e03a-c8ed-41e8-9ec3-da01f361dcee,307f5653-c61d-45d5-b4a7-fe169ce69454,Ambalie Bear,ONE SIZE,30.0,In Stock,9.0,6.0,2024/01/08 19:19:30
aa2b1359-c04d-4cc5-a780-b2d2bdfb8b48,42fabc64-9471-4e52-9607-db81aa3b0d8b,Ambalie Bunny,ONE SIZE,30.0,In Stock,9.0,6.0,2024/01/08 19:19:32
c32fcafd-6105-4ea2-999b-152fd614617f,f13f1537-032c-4500-b9db-a1e2e94ce375,Bashful Zebra,MEDIUM,28.0,In Stock,12.0,5.0,2024/01/08 19:19:34
c72ad61f-2a19-4322-ae27-b3330c56e6a6,8b9fa0ea-dc20-4072-a581-8da34b3042b9,If I Were An Owl Book,ONE SIZE,13.5,In Stock,6.0,6.0,2024/01/08 19:19:36
0b70e9d2-630d-48d8-8f1e-731408c97872,ef5aaea7-aa29-478c-b3f8-895e259b9f84,Betty Corgi,HUGE,75.0,More on the way,13.0,13.0,2024/01/08 19:19:38
632f9c5c-78a2-46e0-a5de-6dcb0dcd651e,ef5aaea7-aa29-478c-b3f8-895e259b9f84,Betty Corgi,MEDIUM,30.0,In Stock,7.0,10.0,2024/01/08 19:19:38
8c3ad783-01a8-4539-99a0-2f5d1f6b1758,cec7675e-f322-44db-b669-3b8e93572fa1,Big Spottie Giraffe,ONE SIZE,75.0,In Stock,19.0,6.0,2024/01/08 19:19:40
69842db8-e9cf-4daa-b61a-3906b51ca43c,b81ffdda-a674-4e35-83a9-6e828d32399b,Big Spottie T-Rex,ONE SIZE,75.0,In Stock,18.0,6.0,2024/01/08 19:19:42
457ba97e-13bf-4989-a348-6feda839e62a,21c8d03d-c57b-4e20-bc77-067a7a368010,Cruz Crested Newt,ONE SIZE,32.5,In Stock,12.0,4.0,2024/01/08 19:19:44
4cb5a15b-5d83-439d-bf7c-3a85bfc8c5da,a5599a0b-0879-4549-836b-74660c13696c,Cooper Doodle Dog,ONE SIZE,33.0,In Stock,9.0,8.0,2024/01/08 19:19:45
d852da55-a66d-4a53-a04d-feccfda8e3fd,b5042a56-2e74-4cb4-bcf3-47ed137c9612,Happihoop Owl,ONE SIZE,32.0,In Stock,8.0,4.0,2024/01/08 19:19:47
1643dd1d-61aa-4780-a086-43063b8c7d46,3c595338-43dd-47c4-9bbb-29ea0b6dd8a0,Harper Pup,ONE SIZE,55.0,In Stock,15.0,9.0,2024/01/08 19:19:48
645282a6-c67b-4d13-a55a-4168d77bab5f,bb879f30-79f9-4a15-b1b4-60bfce7fc32e,Hibernating Bunny,ONE SIZE,22.0,In Stock,5.0,5.0,2024/01/08 19:19:51
826862e5-f68c-42c1-bddb-d2ba225bd553,fb169830-371c-4345-91b9-01d6aee0c2db,Higgledy Piggledy Old Spot,REALLY BIG,175.0,In Stock,17.0,22.0,2024/01/08 19:19:53
65ebef5a-de93-4c48-9f5e-6eedfbe03c17,fb169830-371c-4345-91b9-01d6aee0c2db,Higgledy Piggledy Old Spot,HUGE,130.0,In Stock,13.0,16.0,2024/01/08 19:19:53
6a78dbf5-5698-48a4-9960-581a294c6f01,fb169830-371c-4345-91b9-01d6aee0c2db,Higgledy Piggledy Old Spot,SMALL,22.0,Returning to stock this week,4.0,6.0,2024/01/08 19:19:53
39171dc1-0b1d-478c-8690-ca6d2c4df812,72ac666c-9db6-44be-8d76-d566fa89f358,Huddles Bunny,ONE SIZE,45.0,In Stock,9.0,6.0,2024/01/08 19:19:55
78e1ddb3-6c72-46fb-a41d-6e8a257b7b43,21132ad1-0fa8-4a8b-9bba-b78f2c5ff359,Huddles Duck,ONE SIZE,45.0,In Stock,9.0,6.0,2024/01/08 19:19:56
df8b89d9-bd71-4cee-beba-b52a627ec049,f1622f68-a390-4b7b-a2bc-a8f6154037eb,Jubjub Gookie,ONE SIZE,30.0,In Stock,9.0,4.0,2024/01/08 19:19:58
059c352c-6408-4caa-b0cd-d8e5c526f117,43412d89-7864-4f5c-b207-8af75f6d7f36,Mack Mudskipper,ONE SIZE,28.5,In Stock,10.0,4.0,2024/01/08 19:20:00
fc9b146b-712a-4aca-9ad1-39a624a66eed,ae50bd29-f9df-4f53-93c5-e38323cc98e5,Obbie Octopus,ONE SIZE,40.0,In Stock,11.0,10.0,2024/01/08 19:20:02
647dd570-6774-4c5a-97ff-8725dd2b349e,d72054f6-7627-42ea-9ece-1845232f11dd,Orson Horse,ONE SIZE,35.0,In Stock,14.0,5.0,2024/01/08 19:20:04
83ab2a3d-bc7c-4682-b02b-e303af3b764c,a26c0a24-b4a8-4972-8caf-46a266e0f3a2,Peek-a-Boo Elly Activity Toy,ONE SIZE,32.0,In Stock,6.0,5.0,2024/01/08 19:20:05
65f951b9-53b9-430a-86d6-f1fd443ff512,cdbd52be-3b91-4813-ba4a-7cb847d14800,Penny Praying Mantis,ONE SIZE,32.5,In Stock,9.0,8.0,2024/01/08 19:20:07
57679835-ba03-44a9-bbb5-d0d39b44021d,e5171e07-5a54-4606-a543-e8907fd0f54b,Ribble Dog,ONE SIZE,30.0,In Stock,14.0,4.0,2024/01/08 19:20:08
57cbd797-8dae-459c-8c24-d7cdfb0eb565,b1024ad6-36e5-4599-b9dc-5230e290ccef,Ribble Elephant,ONE SIZE,30.0,In Stock,15.0,4.0,2024/01/08 19:20:10
d62fe015-df5d-4d81-9313-923e985d725f,b444cbe3-1d9f-4978-9d8b-b09343d312bc,Ribble Giraffe,ONE SIZE,30.0,In Stock,16.0,4.0,2024/01/08 19:20:12
92677151-be51-4cd2-a217-95f864a4b001,bcec7dae-9f24-4f9d-9074-3d5dcfbe98f6,Rose Dragon,HUGE,120.0,In Stock,7.0,26.0,2024/01/08 19:20:14
8273bd3f-8889-4037-9059-60035d74ee7b,bcec7dae-9f24-4f9d-9074-3d5dcfbe98f6,Rose Dragon,MEDIUM,65.0,In Stock,5.0,20.0,2024/01/08 19:20:14
6daa8fbf-b78d-44bc-b6b3-9e23fce928b2,bcec7dae-9f24-4f9d-9074-3d5dcfbe98f6,Rose Dragon,LITTLE,32.5,In Stock,3.0,12.0,2024/01/08 19:20:14
a51f01f8-0783-4a48-94b2-597112ec43d6,cbe494c9-736d-4805-aa38-8f27f8a37089,Ricky Rain Frog,LARGE,60.0,In Stock,10.0,12.0,2024/01/08 19:20:16
a404445a-eb14-4875-a809-0a6c247e1af1,cbe494c9-736d-4805-aa38-8f27f8a37089,Ricky Rain Frog,MEDIUM,28.0,More on the way,5.0,7.0,2024/01/08 19:20:16
ae5113f4-1d07-4c6e-bc34-1768482bac5d,5f0648d0-711c-494b-8548-27d272692a50,Rufus Bear,LARGE,45.0,In Stock,15.0,5.0,2024/01/08 19:20:18
25a50366-e3ad-4406-9bbb-1a27ab00d840,5f0648d0-711c-494b-8548-27d272692a50,Rufus Bear,MEDIUM,27.5,In Stock,11.0,4.0,2024/01/08 19:20:18
ed81c69f-067c-4455-a1fd-0c5b2dd7a325,96f4e5a7-2b59-4f1a-af7a-4a81bef8c522,Snuggler Puppy,ONE SIZE,25.0,In Stock,9.0,5.0,2024/01/08 19:20:20
