jellycatsizeid,jellycatid,jellycatname,size,price,stock,height,width,datecreated
864b41a1-23e3-4283-a6c7-929ab8315caf,02acfdbe-761f-4178-a58b-f7ee41ed0c3f,Personalised Bashful Luxe Bunny Willow Huge,HUGE,91.0,In Stock,20.0,8.0,2024/01/09 16:14:11
e6296fd3-895b-4658-828e-eaacd202b474,a1b22087-6e87-41ee-b629-a14269a3a344,Personalised Bashful Luxe Bunny Rosa Medium,MEDIUM,41.0,In Stock,12.0,5.0,2024/01/09 16:14:13
b6c093aa-b035-4de7-8d6a-81e2ebcddf53,ce85049a-4c24-4695-8f96-b52e023bf2db,Personalised Bashful Luxe Bunny Willow Medium,MEDIUM,41.0,In Stock,12.0,5.0,2024/01/09 16:14:15
3590e64a-b131-40de-bd76-ce0081f596c0,da11f5ba-a25c-4716-9148-aca7395546ac,Personalised Lavender Dragon Huge,HUGE,126.0,In Stock,7.0,26.0,2024/01/09 16:14:17
fda30f8a-b261-427d-9aa4-5b4059d21cee,b54065dc-cf1f-4ee3-9175-cedde3df0716,Pippa Black Labrador,ONE SIZE,33.0,In Stock,9.0,4.0,2024/01/09 16:14:19
a4cdec05-3f40-4560-a617-243044e32935,260edee5-ee94-4d17-aac1-cf350f866f59,Quaxy Elephant,ONE SIZE,35.0,In Stock,10.0,6.0,2024/01/09 16:14:21
a2c2ce2d-10e4-4267-b4ad-739ea3d51b1f,ad1c6acf-1fd2-465b-8b30-8b5695b51833,Quaxy Pig,ONE SIZE,35.0,In Stock,10.0,6.0,2024/01/09 16:14:22
c0a93e43-8ecc-466f-9362-2cde8f05bc58,9ec7bc8d-a71b-45a4-9a62-683f20f9f966,Ramonda Ostrich,ONE SIZE,40.0,In Stock,22.0,6.0,2024/01/09 16:14:24
0694b191-ade5-4c0a-a2b8-0005a6743e66,4243215f-7eb9-4ab1-adfc-e8c073bc8e7f,Rock-a-Bye Kitten,ONE SIZE,30.0,In Stock,7.0,4.0,2024/01/09 16:14:25
05c4822d-fd12-4bc1-9ab0-d1993adb7552,6485921f-364b-48a1-a433-b855bfad4fd0,Sweetsicle Bunny,ONE SIZE,20.0,In Stock,6.0,3.0,2024/01/09 16:14:27
f42ac510-18de-41f6-b85e-abf838aebc76,505ea067-8ea0-41fc-9c98-cdf9812c3aab,Syd Salamander,ONE SIZE,27.5,In Stock,10.0,4.0,2024/01/09 16:14:29
05d5a635-1221-4197-9a94-f0d8f43ad0cd,5eb628fb-0b26-418b-b80f-896ff8a153b4,Bashful Hot Pink Bunny,MEDIUM,28.0,In Stock,12.0,5.0,2024/01/09 16:14:31
2c8e21a0-6633-459b-87be-81db58512b80,5eb628fb-0b26-418b-b80f-896ff8a153b4,Bashful Hot Pink Bunny,SMALL,18.0,In Stock,7.0,4.0,2024/01/09 16:14:31
779f5acd-22b8-430e-bee2-e017646f89a7,74d539ac-1c7b-43c2-8e7a-6dbabfb7b999,Bashful Sunshine Bunny,MEDIUM,28.0,In Stock,12.0,5.0,2024/01/09 16:14:34
a9ac95aa-8f2b-46ca-b51a-09538299bec3,74d539ac-1c7b-43c2-8e7a-6dbabfb7b999,Bashful Sunshine Bunny,SMALL,18.0,In Stock,7.0,4.0,2024/01/09 16:14:34
d2cfb8cd-3d7b-4785-8396-26ae3587f222,69dccc7c-3557-4cba-9178-9774e1073be3,Goodnight Bunny Book,ONE SIZE,15.0,In Stock,7.0,7.0,2024/01/09 16:14:35
3673af36-ee73-4189-9690-58bbf9ff7eca,d62bc8fa-22c7-4444-bfef-b358dc144af6,Bluebell Butterfly,ONE SIZE,33.0,In Stock,8.0,13.0,2024/01/09 16:14:37
799b601f-a535-4a84-b919-48fbc211f034,dd9e4b9b-aebc-4ce4-8ef0-18e4ef8057a4,Bonnie Bunny with Egg,ONE SIZE,23.5,In Stock,6.0,3.0,2024/01/09 16:14:39
b80f4e3a-ed5a-4c78-b534-d990eb69368e,b979c3d2-7e73-40fb-957a-37024a898351,Burly Boo Sheep,ONE SIZE,25.0,In Stock,7.0,5.0,2024/01/09 16:14:40
da88a8cd-f7e6-408d-8ca0-4edaf5b19157,492d9900-fed9-4789-ac04-0e1105f18a4c,Cluny Cockerel,ONE SIZE,35.0,In Stock,9.0,5.0,2024/01/09 16:14:42
099514ad-d6e2-425f-a26d-017f4690dc79,969fc32f-801c-46d3-84fc-fbe17126be47,Escarfgot Purple,ONE SIZE,20.0,In Stock,6.0,3.0,2024/01/09 16:14:43
35c2c186-5239-4462-8475-edd62ed20e31,2f8c9e6a-c7dd-46c7-b38e-3d3902a7e1a1,Escarfgot Pink,ONE SIZE,20.0,In Stock,5.0,2.0,2024/01/09 16:14:45
2698cf33-5b4a-425a-9f53-dfc078b58d5c,0b8019ea-a2b5-401b-a277-f6a0f71a0696,Bashful Hot Pink Bunny with Personalised Cream Jumper,MEDIUM,38.0,In Stock,12.0,5.0,2024/01/09 16:14:47
9754e960-1c13-40f0-b00b-d48025c7dede,dc749c13-0eee-4569-a507-7babc37e9264,Bashful Sunshine Bunny with Personalised Cream Jumper,MEDIUM,38.0,In Stock,12.0,5.0,2024/01/09 16:14:49
c24f8f2a-1a0c-4fad-9e54-534355efa92d,a2fca775-de59-4efc-999a-43d4644768e7,Bashful Hot Pink Bunny with Personalised Navy Jumper,MEDIUM,38.0,In Stock,12.0,5.0,2024/01/09 16:14:51
86891c09-5158-4517-94d2-3004d132b570,9b5b37b3-b6b1-491c-92e0-12583215f54f,Bashful Sunshine Bunny with Personalised Navy Jumper,MEDIUM,38.0,In Stock,12.0,5.0,2024/01/09 16:14:53
d4456a58-72fc-4c8c-8416-8fb98d62357f,2919fcef-d7ae-416e-be28-c5ae67201da8,Bashful Sunshine Bunny with Personalised Red Jumper,MEDIUM,38.0,In Stock,12.0,5.0,2024/01/09 16:14:55
17113efd-34ab-4f02-9096-781127f7b274,cde72a4a-a78b-4858-bada-f290548effd4,Layla Ladybird,ONE SIZE,25.0,In Stock,3.0,6.0,2024/01/09 16:14:56
8b3fcfb2-16ba-4398-a658-05d20b3ae815,3bfc6914-efed-48b6-8d0b-1c5452d5810a,Nesting Bunnies,ONE SIZE,35.0,In Stock,4.0,6.0,2024/01/09 16:14:58
acd17a8f-ccd0-4685-a603-1cb59b205c1b,3a5b7128-ed7e-40fc-b252-de8e76438d71,Personalised Bashful Hot Pink Bunny Medium,MEDIUM,34.0,In Stock,12.0,5.0,2024/01/09 16:15:00
a0d72a66-6898-4735-a26c-3989371352ec,16dc843a-fc4d-4711-870b-4870bf40129f,Personalised Bashful Sunshine Bunny Medium,MEDIUM,34.0,In Stock,12.0,5.0,2024/01/09 16:15:02
f372b0b8-72d5-4c7c-bb2c-43f863134714,8f904c6e-5e5e-434e-bd0a-fceaeb0862fb,Blossom Heart Blush Bunny,ONE SIZE,17.5,In Stock,6.0,3.0,2024/01/09 16:15:04
15f81d2b-38b2-4fe3-9fe0-55e0e9077f19,3311355d-d326-42c2-b6a5-eedd6381a0b3,Blossom Heart Tulip Bunny,ONE SIZE,17.5,In Stock,6.0,3.0,2024/01/09 16:15:05
1b3e76d1-413f-46c3-9500-c04f8fad3566,8016bf63-a9e8-44e9-a586-4f70cf667caf,Crowning Croaker Green Frog,ONE SIZE,17.5,In Stock,5.0,3.0,2024/01/09 16:15:07
d357da80-38b9-4a92-914d-66ea39940edd,71943fcf-1429-4d8b-ac7d-1316210a1220,Love-Me Lobster,ONE SIZE,24.0,In Stock,6.0,3.0,2024/01/09 16:15:09
51c47c10-261e-4f87-aa6e-b08ecf832e4d,25604dd5-08fd-47b0-bcc7-09bd733f32e7,Ambrosie Fox,ONE SIZE,35.0,In Stock,9.0,5.0,2024/01/09 16:15:12
0e639c3d-590a-41eb-a0fb-3fd2fad8cd2a,bc3af7f7-d9e1-4deb-940c-0402c1b77808,Ambrosie Hare,ONE SIZE,35.0,In Stock,9.0,4.0,2024/01/09 16:15:13
bafea0c3-bea5-4e9d-9005-6f8ee7f0a6f7,406f85aa-fe9c-417f-85bf-44263849861d,Anoraknid Black Spider,ONE SIZE,20.0,In Stock,5.0,4.0,2024/01/09 16:15:15
4558b0f8-ab43-4d8b-935e-9d5343b173d8,e721efb2-87f9-476d-8dd0-61348edef825,Andie Axolotl,MEDIUM,32.5,In Stock,11.0,5.0,2024/01/09 16:15:17
b0291738-39a4-4acf-a06d-0998c1c9d1ef,e721efb2-87f9-476d-8dd0-61348edef825,Andie Axolotl,SMALL,22.0,Out of stock,7.0,2.0,2024/01/09 16:15:17
4e0b6e7a-9916-4fa8-b3e6-b9e6fde115d4,c5220501-3934-4479-a67c-a8c60dccac0e,Bashful Golden Bunny,MEDIUM,28.0,In Stock,12.0,5.0,2024/01/09 16:15:20
dba0bb7b-e22c-4521-82cf-36034b5affad,c5220501-3934-4479-a67c-a8c60dccac0e,Bashful Golden Bunny,SMALL,18.0,In Stock,7.0,4.0,2024/01/09 16:15:20
09ceb8eb-ffe3-4748-bac3-317016f980a3,0de55656-1ea7-4788-935a-346f034a4d50,Bashful Mineral Blue Bunny,MEDIUM,28.0,In Stock,12.0,5.0,2024/01/09 16:15:23
2b0898d6-9c5a-4762-8622-ac550f20fd3e,0de55656-1ea7-4788-935a-346f034a4d50,Bashful Mineral Blue Bunny,SMALL,18.0,Out of stock,7.0,4.0,2024/01/09 16:15:23
26822b5e-df7b-4629-aea3-c51505d9e6ad,a5564a2a-3ecd-4534-b2d5-a8ea90341f5e,Bashful Wolf,MEDIUM,28.0,In Stock,12.0,5.0,2024/01/09 16:15:24
0258e8ac-d0bb-42dd-a280-8129a3384404,fe005e73-2633-42ec-b9d9-e849ba99a2cc,Wrapabat Black,ONE SIZE,20.0,In Stock,6.0,2.0,2024/01/09 16:15:26
730be910-ddab-401b-b0ff-9045423c8f7f,966cdfb0-430d-494c-a7d6-3778768089f3,Beatnik Buddy Poodle,ONE SIZE,28.0,In Stock,11.0,3.0,2024/01/09 16:15:27
348266b6-2372-4ac8-a927-8b7d4cff0ecf,16f76fe2-1647-479b-b593-3f67e5c61ae1,Beatnik Buddy Sausage Dog,ONE SIZE,28.0,In Stock,11.0,3.0,2024/01/09 16:15:29
d51a2b6c-eb7f-46e1-bb12-e656183fff76,9659b38b-7a23-4e59-9b94-392263bdfe86,Daddy Loves Me Book,ONE SIZE,20.0,In Stock,6.0,6.0,2024/01/09 16:15:31
839d711b-cd91-4ed3-97d3-ac508e0d3828,f3f09b4e-ba0b-4e39-bec7-6a64b09ab653,Mummy Loves Me Book,ONE SIZE,20.0,In Stock,6.0,6.0,2024/01/09 16:15:32
12c5c01f-8868-449f-b016-dc39a05296eb,f10bf1f8-289f-4eee-b1b7-3d1445b203d0,Backpack Wolf,ONE SIZE,30.0,In Stock,9.0,4.0,2024/01/09 16:15:34
8b4a9a50-5a22-49b7-8fce-c87692b1e173,bcec7fd9-22e4-4686-835d-cc54c12e51e8,Big Spottie Unicorn,ONE SIZE,75.0,In Stock,17.0,6.0,2024/01/09 16:15:35
805985fe-8187-4c13-a47b-46787fcdf385,25420486-d565-4685-b532-1b919c54d06a,Cozy Crew Seahorse,ONE SIZE,25.0,In Stock,7.0,2.0,2024/01/09 16:15:37
597ca45f-0937-4e86-9c94-b26dd80a7799,2bfc50dd-9c4d-457c-8743-56f502f62c7b,Davey Dilophosaurus,ONE SIZE,32.5,In Stock,11.0,5.0,2024/01/09 16:15:38
056e7938-6e8c-4fb6-8dcd-6252b00ed8ff,eaf0c12c-8a27-4c32-a280-f84cdd80967c,Delano Dorado Fish,ONE SIZE,27.5,In Stock,5.0,10.0,2024/01/09 16:15:40
670a0194-34c8-41a4-9bbf-1d524046e9bb,4fcbca2c-df19-4302-96ce-e5e06a5f0f16,Evelyn Swan,ONE SIZE,40.0,In Stock,19.0,6.0,2024/01/09 16:15:42
07e2256d-b160-4a96-ae9f-e56664064aa4,9330f246-f747-4764-adea-8e5a11d2239d,Fishiful Blue,ONE SIZE,17.5,In Stock,5.0,6.0,2024/01/09 16:15:44
8d8b8717-d957-4513-af05-d790ca630f0f,5be71225-1ddb-4b3d-8b5b-f43e898ff3d7,Fishiful Orange,ONE SIZE,17.5,In Stock,5.0,6.0,2024/01/09 16:15:46
d41a7af0-abea-463d-b50f-61d445f51070,78b74581-f43a-4ef2-bf25-ebf1f061245e,Fishiful Pink,ONE SIZE,17.5,In Stock,5.0,6.0,2024/01/09 16:15:48
0e50216e-c42c-4962-941e-570f96ad38fe,7f92613b-89be-4ca2-a034-87affbe51f21,Forest Fauna Bear,ONE SIZE,32.5,In Stock,7.0,6.0,2024/01/09 16:15:49
cfb171f4-1827-45fc-90fc-a37bc1d73ebc,d99874a5-6446-4d8f-85db-e11510a97ae9,Forest Fauna Frog,ONE SIZE,32.5,In Stock,8.0,4.0,2024/01/09 16:15:51
80d63c8a-f0be-45ee-aa9f-c720741bb59a,9f55031d-3c1c-4be6-9190-702172e91c88,Forest Fauna Owl,ONE SIZE,32.5,In Stock,7.0,4.0,2024/01/09 16:15:53
fabe810b-c525-4ab0-96e8-10a52d72349a,e3deb008-de69-462a-8545-6c420e881eef,Freddie Sausage Dog,LARGE,30.0,Out of stock,7.0,7.0,2024/01/09 16:15:55
fba91f21-20cb-40c1-988f-378f8baa69ca,e3deb008-de69-462a-8545-6c420e881eef,Freddie Sausage Dog,SMALL,22.0,In Stock,5.0,7.0,2024/01/09 16:15:55
5f1bbc05-a25a-4706-88e7-8dbda890b46d,1b3c398a-7e6a-49e5-b4f7-2e939c0e8a28,Gilbert the Great Blue Whale,ONE SIZE,85.0,In Stock,7.0,22.0,2024/01/09 16:15:57
ce744b3c-ff71-4491-8ad2-11a8bd3b7bfc,83659430-1682-440b-ba7c-893d0ecff90f,Glamorama Cat,ONE SIZE,40.0,In Stock,16.0,4.0,2024/01/09 16:15:59
af0c2ff6-bbe4-4485-a705-92b3159785e8,883aa9ce-b5af-441a-a669-e87f073946fa,Glamorama Pig,ONE SIZE,40.0,In Stock,11.0,6.0,2024/01/09 16:16:02
59b5723f-b82f-4786-a4d3-d2a893647730,4575a703-be21-4ecc-97c7-29d3bdb99fad,Grizzo Gremlin,ONE SIZE,35.0,In Stock,11.0,4.0,2024/01/09 16:16:04
c3a71c2b-ac9e-4151-9c08-7b544e4fd10f,9321733a-f90d-4257-83b7-f8b2bfb222f9,Hamish Hedgehog,ONE SIZE,75.0,In Stock,8.0,16.0,2024/01/09 16:16:06
cc40c886-ba36-4c23-aa40-1123a9e57fed,49a01e3d-e6c6-40c9-af05-1bff1ae585bd,Humphrey the Humpback Whale,ONE SIZE,85.0,In Stock,8.0,20.0,2024/01/09 16:16:08
59b2ba8a-62c2-470a-950d-66b5a685eab9,b6fa4c69-fd0f-4a08-b5c0-91e1d1a8df74,Bashful Golden Bunny with Personalised Cream Jumper,MEDIUM,38.0,In Stock,12.0,5.0,2024/01/09 16:16:10
a0c30fca-c446-4c3d-9ff1-381d7a8e5b6b,2828a6aa-789f-40ad-bb79-fd0e922e6f9d,Bashful Mineral Blue Bunny with Personalised Cream Jumper,MEDIUM,38.0,In Stock,12.0,5.0,2024/01/09 16:16:14
331f7a62-9125-4c4b-9848-49346711d8ce,5bf63973-aa92-44a2-b324-768d70323aa4,Bashful Golden Bunny with Personalised Navy Jumper,MEDIUM,38.0,In Stock,12.0,5.0,2024/01/09 16:16:16
53d85e7f-be39-443c-a715-8b84f5f40298,51785eb7-e9cc-4869-9109-5965912f9c29,Bashful Mineral Blue Bunny with Personalised Navy Jumper,MEDIUM,38.0,In Stock,12.0,5.0,2024/01/09 16:16:19
30f3bb56-6011-4536-ba68-3b4c75713573,d67c37cd-545f-4533-9e57-fc7d1cf0c835,Bashful Golden Bunny with Personalised Red Jumper,MEDIUM,38.0,In Stock,12.0,5.0,2024/01/09 16:16:22
d2a60b28-2c65-4908-84a8-8779cd15b5fb,773fbf4c-36c5-4c6f-bc8d-830a86987b41,Bashful Mineral Blue Bunny with Personalised Red Jumper,MEDIUM,38.0,In Stock,12.0,5.0,2024/01/09 16:16:24
71a14a18-56fe-4789-82c2-3651e9aa2f8f,978987ca-f760-45cc-9a67-709ec888039c,Bashful Wolf with Personalised Red Jumper,MEDIUM,38.0,In Stock,12.0,5.0,2024/01/09 16:16:26
74e4e2e3-3507-4565-9adc-cfbb80762876,dad474b4-4c54-44d0-a537-b824fd46c582,Little Tiger,ONE SIZE,22.0,In Stock,7.0,4.0,2024/01/09 16:16:28
eccb8d51-9913-460d-86da-dc9cc54b58d4,0620c52a-ed21-4dda-a8b3-ee14600229d9,Letty Jellyfish,ONE SIZE,39.5,In Stock,23.0,6.0,2024/01/09 16:16:30
72dade98-a40e-45ad-a2a4-9d3c216740ca,2c423941-9695-4e66-b680-dc49303ad4f6,Napping Nipper Dog,ONE SIZE,25.0,In Stock,4.0,6.0,2024/01/09 16:16:31
f66d6593-e4dc-4918-ae9f-b98109baeafe,4fafa7be-ece8-4773-8675-09399082c13e,Nippit Beaver,ONE SIZE,15.0,In Stock,5.0,3.0,2024/01/09 16:16:34
4f0792a6-d6b3-4472-bce8-2fac96907a5a,0e2d00c3-c543-4fec-8a8c-4d20ee273f51,Nippit Owl,ONE SIZE,15.0,In Stock,5.0,3.0,2024/01/09 16:16:36
77093a5d-71be-4be9-890e-efe434c726ee,7a6cdd72-1a50-431a-a499-ad8bd143c90a,Oakley Owl,ONE SIZE,32.5,In Stock,9.0,5.0,2024/01/09 16:16:39
f18be104-eb25-45cf-85e5-1d310423bfc3,5189fd8c-c34f-4a88-8f66-2b7c0f391da1,Oberon Owl,ONE SIZE,30.0,In Stock,10.0,5.0,2024/01/09 16:16:41
b2aef4ad-884d-4202-af76-cc11fd881b99,9312dc3d-e1d1-44c1-8bc7-d25f8fee9f29,Pongo Orangutan,HUGE,65.0,In Stock,23.0,7.0,2024/01/09 16:16:44
ecf80551-3de6-4edc-8048-1986a202ec5c,d64f724b-3688-4c42-9ebd-583728143607,Otto Sausage Dog,HUGE,75.0,Out of stock,11.0,13.0,2024/01/09 16:16:46
7c8f9690-ac86-45e5-ad86-35b9c1ab2af8,d64f724b-3688-4c42-9ebd-583728143607,Otto Sausage Dog,LARGE,30.0,In Stock,7.0,7.0,2024/01/09 16:16:46
f4782b23-3f96-494c-866a-47eb444b2820,d64f724b-3688-4c42-9ebd-583728143607,Otto Sausage Dog,SMALL,22.0,In Stock,5.0,7.0,2024/01/09 16:16:46
3904d4f8-5ee5-4aff-911a-8b10d5aa984f,9009d598-b01f-43f7-8614-5c464b100d1b,Personalised Bashful Golden Bunny Medium,MEDIUM,34.0,In Stock,12.0,5.0,2024/01/09 16:16:48
c8533a44-a94e-4423-8a53-b4d1d17969a7,8e3b14aa-8035-4e3b-a80f-6bd010125e7e,Personalised Bashful Mineral Blue Bunny Medium,MEDIUM,34.0,In Stock,12.0,5.0,2024/01/09 16:16:50
bca25c78-3e6f-49bc-aad7-023a0735d2b1,71c706fa-fb8c-4fcf-97f6-8e841450b858,Pip Monster,SMALL,22.5,In Stock,9.0,4.0,2024/01/09 16:16:52
995497cc-ef94-4e3f-8080-422e0da78bc1,64126ac1-503a-40a5-8834-59672a4517a2,Rock-a-Bye Mouse,ONE SIZE,30.0,In Stock,7.0,4.0,2024/01/09 16:16:53
618c9d74-9e61-4b75-9d30-eb492abbf916,ec06b3a6-da78-4426-bca9-ad4164a67c44,Sweater Sausage Dog Pink,ONE SIZE,32.5,In Stock,6.0,3.0,2024/01/09 16:16:55
5880c21a-7de2-4bce-80e6-05df65cb213e,0bb01312-ffbd-4a33-8757-40f03393894d,Sweater Sausage Dog Yellow,ONE SIZE,32.5,In Stock,6.0,3.0,2024/01/09 16:16:57
f8b80221-4d5e-4da4-8dc6-4d5a714e92de,00001cdf-3e6a-40c5-995b-5f9e96931d20,Seraphina Pegasus,ONE SIZE,68.5,In Stock,9.0,20.0,2024/01/09 16:16:58
77fe97e8-060c-4362-9ec1-c7e086fa9775,daddaf32-bdb0-4412-8ce5-3626764e08b8,Sigmund Seal,ONE SIZE,50.0,In Stock,7.0,13.0,2024/01/09 16:17:00
3d23e36e-d45f-4227-8c1c-845c8ddf7c83,c985cdf6-630a-4a60-a2eb-171ae77cc3c8,Snoozling Hedgehog,ONE SIZE,36.0,In Stock,11.0,6.0,2024/01/09 16:17:02
9c3a9595-bb0b-464f-a4f6-cf2af0fe4a0b,03b521cd-ac51-4b06-975a-7738e167026a,Spindleshanks Crab,ONE SIZE,33.0,In Stock,3.0,15.0,2024/01/09 16:17:04
4e11edf3-0a40-4a93-b54a-c8b73005bfa4,81cf24e3-5739-4aaa-9701-8a8ef9bd8eb7,Splootie Elephant,ONE SIZE,68.0,In Stock,7.0,22.0,2024/01/09 16:17:07
23b71485-0331-4a46-9eb7-665e1eb30773,07de8b68-1d19-4c23-8cc8-cbba0b993d74,Birdling Robin,ONE SIZE,17.0,In Stock,4.0,3.0,2024/01/09 16:17:10
d3bb9556-320e-44ad-82cd-a80fa31a233d,cc95a1d4-fd38-4ba1-bd6c-6ff0351a813b,Shimmer Stocking Bunny,ONE SIZE,28.5,In Stock,8.0,4.0,2024/01/09 16:17:12
cac8a86a-d595-44a0-a6a0-c80bddc75243,3eff3648-1279-4a8a-8793-9f3ea201f85e,Ambalie Bear,ONE SIZE,30.0,In Stock,9.0,6.0,2024/01/09 16:17:15
edc720a5-37e2-4ed0-b80a-fb7b469c400a,07cc3f58-f51a-4ee1-80d6-c04f335d1730,Ambalie Bunny,ONE SIZE,30.0,In Stock,9.0,6.0,2024/01/09 16:17:17
bc896f34-bcea-4719-9209-8b1518cb9bf4,cff2753f-9a71-4aa5-8601-8a44de0b906b,Bashful Zebra,MEDIUM,28.0,In Stock,12.0,5.0,2024/01/09 16:17:18
42a87479-dc76-4960-bd7d-10c71c012435,c77be205-2b10-49f2-9871-baefa7bcd120,If I Were An Owl Book,ONE SIZE,13.5,In Stock,6.0,6.0,2024/01/09 16:17:20
daaef551-10ec-4923-86c7-7af3875665c9,ccb2554a-3f5d-402c-9717-4803c6a552d5,Betty Corgi,HUGE,75.0,More on the way,13.0,13.0,2024/01/09 16:17:22
258ff5af-cd1e-48aa-b1e6-23e6a42ae9cc,ccb2554a-3f5d-402c-9717-4803c6a552d5,Betty Corgi,MEDIUM,30.0,In Stock,7.0,10.0,2024/01/09 16:17:22
e99a53bc-e0f2-40ca-b3ee-4bf7e728a741,6e752774-e169-4272-9e0a-3521afee82b6,Big Spottie Giraffe,ONE SIZE,75.0,In Stock,19.0,6.0,2024/01/09 16:17:23
e3203e18-9b07-4201-874d-6d2ce4a34669,e07b73a7-e622-4fa3-839a-d586ebfd224b,Big Spottie T-Rex,ONE SIZE,75.0,In Stock,18.0,6.0,2024/01/09 16:17:25
4f847600-96e3-44ff-bbdc-405ba648357e,135354f3-4f95-4932-9f8e-492833c4f56d,Cruz Crested Newt,ONE SIZE,32.5,In Stock,12.0,4.0,2024/01/09 16:17:27
33ed99b1-3674-4ef5-9f0b-e48fa17e7688,091b4bf1-1cd2-47c1-9814-770b3cdfa161,Cooper Doodle Dog,ONE SIZE,33.0,In Stock,9.0,8.0,2024/01/09 16:17:28
656ea2b2-c02d-4a0c-a678-81812b8934e5,3507e2b9-3d90-4f89-9eb6-70bf367c1e5f,Happihoop Owl,ONE SIZE,32.0,In Stock,8.0,4.0,2024/01/09 16:17:30
1428ea56-f13f-45d1-9561-58d8a0dd48ea,32554ce3-8b95-47d5-8292-a6d7f01a1807,Harper Pup,ONE SIZE,55.0,In Stock,15.0,9.0,2024/01/09 16:17:32
3fd00982-4340-475e-a508-2ade6fff2dad,de0bac3c-56cc-4e46-9266-0ecf750b890c,Hibernating Bunny,ONE SIZE,22.0,In Stock,5.0,5.0,2024/01/09 16:17:34
1f48b53c-a1ed-447d-85a4-320943c45dca,607474c5-acde-4d7f-beb6-9d450043053b,Huddles Bunny,ONE SIZE,45.0,In Stock,9.0,6.0,2024/01/09 16:17:36
f611842f-bcd7-4767-8f68-abeaf5d42af9,7b0ac7db-c2f4-42d1-8345-fe4ec9d6ef9d,Huddles Duck,ONE SIZE,45.0,In Stock,9.0,6.0,2024/01/09 16:17:37
168fdbd3-e2ee-456f-a0b6-572da24902f5,30022b80-a0bc-42b1-845d-a846693b41a3,Jubjub Gookie,ONE SIZE,30.0,In Stock,9.0,4.0,2024/01/09 16:17:39
0bee252f-7cfb-4e92-8981-8098d9d85ff8,f4f2b6db-0c36-4910-8eb8-3b6212be3c45,Mack Mudskipper,ONE SIZE,28.5,In Stock,10.0,4.0,2024/01/09 16:17:41
13a5c158-5362-40b4-b4d8-a4f943f209fa,c801729f-c714-4fb4-aa9f-e5996c69f240,Obbie Octopus,ONE SIZE,40.0,In Stock,11.0,10.0,2024/01/09 16:17:42
ca39b1c3-de08-4c0c-8ffc-403eb2656612,fe339db7-098f-470e-9d17-22b46865fcdd,Orson Horse,ONE SIZE,35.0,In Stock,14.0,5.0,2024/01/09 16:17:44
1e2e92cd-4501-4cde-b139-dc1d4ab395c0,daf961ac-a671-46a9-a5a7-b86c7136c720,Peek-a-Boo Elly Activity Toy,ONE SIZE,32.0,In Stock,6.0,5.0,2024/01/09 16:17:46
81e4ac2e-9600-4fcb-ae16-834ce4361c31,e36bb0ff-27ce-4221-a864-debbc8645794,Penny Praying Mantis,ONE SIZE,32.5,In Stock,9.0,8.0,2024/01/09 16:17:48
045c8c96-a82e-4dbf-a00f-10f1d1580eca,54be5cbb-481a-4fd0-a720-53e208aa82a3,Ribble Dog,ONE SIZE,30.0,In Stock,14.0,4.0,2024/01/09 16:17:49
c22fac07-e5d7-4453-b198-ff6f1c88107e,52ae614d-0096-40d2-94c3-cfbc43ab0372,Ribble Elephant,ONE SIZE,30.0,In Stock,15.0,4.0,2024/01/09 16:17:51
2f38066e-797e-4704-8043-31b0f177b0fd,6090a3d6-de3d-4edd-894d-fa28122fef70,Ribble Giraffe,ONE SIZE,30.0,In Stock,16.0,4.0,2024/01/09 16:17:52
2ac49c8d-82cf-45f3-885c-bf89e3a01841,f0ae682e-2b93-4a61-8b94-313f108335c2,Rose Dragon,HUGE,120.0,In Stock,7.0,26.0,2024/01/09 16:17:55
914e394c-6f75-460f-86e6-97c5c6907501,f0ae682e-2b93-4a61-8b94-313f108335c2,Rose Dragon,MEDIUM,65.0,In Stock,5.0,20.0,2024/01/09 16:17:55
635faff0-d02f-4a94-b42c-ee7ef66e4a39,f0ae682e-2b93-4a61-8b94-313f108335c2,Rose Dragon,LITTLE,32.5,In Stock,3.0,12.0,2024/01/09 16:17:55
7960c6c5-3d1a-4a5b-a063-dedc1dd7edf0,e35d67b3-60c3-4d64-a08d-0d81d9c5944a,Ricky Rain Frog,LARGE,60.0,In Stock,10.0,12.0,2024/01/09 16:17:57
4e954e4b-9fea-4efa-b657-44adf709c279,e35d67b3-60c3-4d64-a08d-0d81d9c5944a,Ricky Rain Frog,MEDIUM,28.0,More on the way,5.0,7.0,2024/01/09 16:17:57
2d773e98-bda3-4b9d-b80f-fef96a7d78c2,1dd188b6-8260-4893-8326-ea5bdd5c0e77,Rufus Bear,LARGE,45.0,In Stock,15.0,5.0,2024/01/09 16:17:59
44d1b707-24c2-4a73-8f43-ad65a007988d,1dd188b6-8260-4893-8326-ea5bdd5c0e77,Rufus Bear,MEDIUM,27.5,In Stock,11.0,4.0,2024/01/09 16:17:59
ceca8c1f-866e-49a5-9fed-d56bc5ebc954,5842d0b3-452d-4ddd-84ff-05ffed2c0608,Snuggler Puppy,ONE SIZE,25.0,In Stock,9.0,5.0,2024/01/09 16:18:00
5c73df6e-8be3-47c2-ab7c-a3f0ceef5e5f,5ed2039a-4c5f-47d8-a1b8-13d466c1791c,Taylor Tiger,LARGE,80.0,More on the way,6.0,18.0,2024/01/09 16:18:02
